source_file,raw_text
Sparta Day 23 May 2019.txt,"Thursday 23 May 2019
Birmingham Academy

BERNADETTE O' TIMONY -  Psychometrics: 59/100, Presentation: 19/32
GERT BUFFERY -  Psychometrics: 48/100, Presentation: 21/32
BRITTANY MCCLUSKEY -  Psychometrics: 53/100, Presentation: 19/32
TIMMI WARR -  Psychometrics: 64/100, Presentation: 20/32
DALLAS SHEEKEY -  Psychometrics: 58/100, Presentation: 18/32
WOLFIE SHOWERS -  Psychometrics: 54/100, Presentation: 23/32
GAVEN ECKFORD -  Psychometrics: 57/100, Presentation: 16/32
NICOLEA GIBBINS -  Psychometrics: 61/100, Presentation: 23/32
GODFREY MCALPINE -  Psychometrics: 49/100, Presentation: 17/32
JAMIMA THURSBY -  Psychometrics: 60/100, Presentation: 22/32
HARLENE BRYMNER -  Psychometrics: 51/100, Presentation: 21/32
BUDDY KETTLE -  Psychometrics: 61/100, Presentation: 19/32
EVEY REISK -  Psychometrics: 50/100, Presentation: 23/32
ARTUR DOMASCHKE -  Psychometrics: 68/100, Presentation: 19/32
PARK JAUMET -  Psychometrics: 55/100, Presentation: 19/32
TERRIE MACKIBBON -  Psychometrics: 55/100, Presentation: 19/32
ROLAND MCMURRAY -  Psychometrics: 50/100, Presentation: 17/32
ALISON TRANCKLE -  Psychometrics: 58/100, Presentation: 24/32
RENADO ARNALDO -  Psychometrics: 60/100, Presentation: 18/32
LUCIAN LUCKIN -  Psychometrics: 52/100, Presentation: 24/32
TABOR VELTMAN -  Psychometrics: 65/100, Presentation: 19/32
SIGMUND MOULIN -  Psychometrics: 58/100, Presentation: 24/32
HERBY GLADDOR -  Psychometrics: 46/100, Presentation: 19/32
SUKEY DONISI -  Psychometrics: 53/100, Presentation: 20/32
"
Sparta Day 23 October 2019.txt,"Wednesday 23 October 2019
London Academy

FLORIA KEUNEMANN -  Psychometrics: 56/100, Presentation: 23/32
RAFFAELLO BYNETH -  Psychometrics: 54/100, Presentation: 19/32
MORIE BEER -  Psychometrics: 56/100, Presentation: 20/32
VIC MASSOT -  Psychometrics: 61/100, Presentation: 16/32
LAURENS ROUTHAM -  Psychometrics: 61/100, Presentation: 20/32
CARITA FENECH -  Psychometrics: 49/100, Presentation: 19/32
DANELLA LEISK -  Psychometrics: 64/100, Presentation: 16/32
JENS TOMASKUNAS -  Psychometrics: 59/100, Presentation: 20/32
LINDON MEE -  Psychometrics: 53/100, Presentation: 22/32
MARTITA HUGLE -  Psychometrics: 57/100, Presentation: 25/32
KAMEKO WILMORE -  Psychometrics: 60/100, Presentation: 17/32
CARRIE FITZHENRY -  Psychometrics: 55/100, Presentation: 22/32
REUVEN KNEAPHSEY -  Psychometrics: 53/100, Presentation: 24/32
NELIE CHATE -  Psychometrics: 60/100, Presentation: 20/32
HATTY KINNER -  Psychometrics: 52/100, Presentation: 20/32
NORA LEYES -  Psychometrics: 59/100, Presentation: 17/32
TOBY FROSSELL -  Psychometrics: 60/100, Presentation: 13/32
TORY AIRETON -  Psychometrics: 60/100, Presentation: 20/32
AMBROS DIONSETTO -  Psychometrics: 43/100, Presentation: 16/32
CELESTA LINTURN -  Psychometrics: 50/100, Presentation: 19/32
NIAL IPSLY -  Psychometrics: 51/100, Presentation: 15/32
ALFONSO PASCHEK -  Psychometrics: 47/100, Presentation: 21/32
CLAIR PRESTLAND -  Psychometrics: 46/100, Presentation: 18/32
MORTIE BEADEL -  Psychometrics: 57/100, Presentation: 12/32
OBY TOMLIN -  Psychometrics: 50/100, Presentation: 22/32
KISSEE STROWTHERS -  Psychometrics: 57/100, Presentation: 11/32
LELIA SHINGLES -  Psychometrics: 60/100, Presentation: 17/32
"
Sparta Day 24 April 2019.txt,"Wednesday 24 April 2019
London Academy

PARKE VAN SON -  Psychometrics: 51/100, Presentation: 20/32
HAZEL BOYACK -  Psychometrics: 69/100, Presentation: 22/32
ROSINA ELLAWAY -  Psychometrics: 56/100, Presentation: 19/32
JENIFFER KOHRSEN -  Psychometrics: 49/100, Presentation: 23/32
ANABELLE MASEY -  Psychometrics: 68/100, Presentation: 22/32
REUBE LAUNCHBURY -  Psychometrics: 56/100, Presentation: 18/32
JANNA HEYFIELD -  Psychometrics: 57/100, Presentation: 19/32
HERSH BRAMO -  Psychometrics: 64/100, Presentation: 17/32
KRISTE YALLOP -  Psychometrics: 43/100, Presentation: 18/32
HAYWARD MACDUNLEAVY -  Psychometrics: 57/100, Presentation: 28/32
HUBERTO VOLLAM -  Psychometrics: 54/100, Presentation: 21/32
LORIANNE POTTICARY -  Psychometrics: 56/100, Presentation: 21/32
KLARIKA GRODDEN -  Psychometrics: 49/100, Presentation: 14/32
TANYA ALTOFTS -  Psychometrics: 54/100, Presentation: 23/32
FLORENCE JOSEPH -  Psychometrics: 59/100, Presentation: 23/32
GUNILLA DAVIDI -  Psychometrics: 57/100, Presentation: 19/32
DANIELA RAFFAN -  Psychometrics: 58/100, Presentation: 18/32
RUTH HARNOR -  Psychometrics: 55/100, Presentation: 20/32
WILEEN RECKUS -  Psychometrics: 52/100, Presentation: 27/32
WILMER GEALLE -  Psychometrics: 52/100, Presentation: 29/32
WARDE ZECCHINII -  Psychometrics: 53/100, Presentation: 17/32
MICHELE LAWTIE -  Psychometrics: 55/100, Presentation: 14/32
GARNETTE ZANUSSII -  Psychometrics: 51/100, Presentation: 21/32
"
Sparta Day 24 January 2019.txt,"Thursday 24 January 2019
Birmingham Academy

KIT ODDBOY -  Psychometrics: 56/100, Presentation: 19/32
JOHANNES HANNY -  Psychometrics: 67/100, Presentation: 13/32
SIBLEY KNEAPHSEY -  Psychometrics: 50/100, Presentation: 23/32
JORRY BOOM -  Psychometrics: 43/100, Presentation: 21/32
ALEXANDRO FRID -  Psychometrics: 49/100, Presentation: 22/32
FRAN GEBBIE -  Psychometrics: 66/100, Presentation: 20/32
PATRICE PRESCOTT -  Psychometrics: 55/100, Presentation: 22/32
BLAINE KIMMEL -  Psychometrics: 52/100, Presentation: 11/32
ISAC BRONGER -  Psychometrics: 64/100, Presentation: 22/32
MUHAMMAD GARTHLAND -  Psychometrics: 52/100, Presentation: 24/32
MERLINA SPIRES -  Psychometrics: 46/100, Presentation: 25/32
DANNA DOYLEY -  Psychometrics: 46/100, Presentation: 24/32
ROXANNA TUNSTALL -  Psychometrics: 52/100, Presentation: 16/32
KONRAD MCCREADY -  Psychometrics: 56/100, Presentation: 21/32
GOOBER SULLY -  Psychometrics: 46/100, Presentation: 20/32
ZOE SCHLAG -  Psychometrics: 59/100, Presentation: 20/32
THURSTON VENES -  Psychometrics: 54/100, Presentation: 19/32
JORRY VARLEY -  Psychometrics: 54/100, Presentation: 21/32
HALLIE ROBBEKE -  Psychometrics: 51/100, Presentation: 21/32
LUTERO WINNING -  Psychometrics: 58/100, Presentation: 23/32
RONALDA RICHMOND -  Psychometrics: 63/100, Presentation: 21/32
SYBIL MAYDWAY -  Psychometrics: 60/100, Presentation: 25/32
KIAH PITTWOOD -  Psychometrics: 68/100, Presentation: 18/32
CRAIG FERRIBY -  Psychometrics: 55/100, Presentation: 19/32
MEL LAFONTAINE -  Psychometrics: 64/100, Presentation: 19/32
MARLON TOMALA -  Psychometrics: 59/100, Presentation: 15/32
OLIN GARIFF -  Psychometrics: 58/100, Presentation: 15/32
FINDLEY MCANDIE -  Psychometrics: 49/100, Presentation: 27/32
"
Sparta Day 24 July 2019.txt,"Wednesday 24 July 2019
London Academy

NORA AKERS -  Psychometrics: 61/100, Presentation: 23/32
FRANCKLYN LEYNINYE -  Psychometrics: 59/100, Presentation: 22/32
JULISSA DUMBLETON -  Psychometrics: 57/100, Presentation: 19/32
ELISE SOPPETH -  Psychometrics: 57/100, Presentation: 22/32
KERR ALLANSON -  Psychometrics: 58/100, Presentation: 21/32
BERTY SAYE -  Psychometrics: 44/100, Presentation: 22/32
HURLEY COLLYER -  Psychometrics: 70/100, Presentation: 24/32
HORTEN GOBLE -  Psychometrics: 65/100, Presentation: 24/32
KATRINE WESTLEY -  Psychometrics: 66/100, Presentation: 21/32
INGRID CRADICK -  Psychometrics: 65/100, Presentation: 24/32
VALERY DELIA -  Psychometrics: 56/100, Presentation: 23/32
ANDREY COCHRAN -  Psychometrics: 55/100, Presentation: 25/32
BRYANTY BROSNAN -  Psychometrics: 48/100, Presentation: 19/32
VIRGILIO DUDDY -  Psychometrics: 46/100, Presentation: 23/32
RAIMONDO MELLODEY -  Psychometrics: 65/100, Presentation: 23/32
NEVIL PENHALIGON -  Psychometrics: 57/100, Presentation: 21/32
CLEMENTINE GREEDIER -  Psychometrics: 67/100, Presentation: 17/32
HARRISON FILBY -  Psychometrics: 48/100, Presentation: 23/32
BRODIE CHIPPERFIELD -  Psychometrics: 55/100, Presentation: 22/32
DEWITT MILBORN -  Psychometrics: 52/100, Presentation: 18/32
RAVEN DERX -  Psychometrics: 52/100, Presentation: 22/32
INES PLASCHKE -  Psychometrics: 54/100, Presentation: 18/32
AHMAD SHREEVES -  Psychometrics: 44/100, Presentation: 19/32
ALLYN SPATONI -  Psychometrics: 47/100, Presentation: 20/32
"
Sparta Day 24 October 2019.txt,"Thursday 24 October 2019
Birmingham Academy

RUBY BATECOK -  Psychometrics: 72/100, Presentation: 20/32
ODELL DWIRE -  Psychometrics: 65/100, Presentation: 20/32
JOETE GUMMORY -  Psychometrics: 45/100, Presentation: 20/32
KATHRINE SUGAR -  Psychometrics: 56/100, Presentation: 17/32
LANIE ROMEUF -  Psychometrics: 58/100, Presentation: 19/32
GAVIN DOUGILL -  Psychometrics: 52/100, Presentation: 14/32
FARLAY PITMAN -  Psychometrics: 58/100, Presentation: 25/32
BANKY MCHAFFY -  Psychometrics: 49/100, Presentation: 25/32
MAIGA GRIFFIN -  Psychometrics: 54/100, Presentation: 20/32
TIFFANY LAUGHERANE -  Psychometrics: 58/100, Presentation: 21/32
KARITA CRISSIL -  Psychometrics: 57/100, Presentation: 19/32
NALANI PETZ -  Psychometrics: 64/100, Presentation: 12/32
GASTON KUNC -  Psychometrics: 63/100, Presentation: 15/32
THAXTER VANYUSHIN -  Psychometrics: 52/100, Presentation: 24/32
LONNARD WETTON -  Psychometrics: 49/100, Presentation: 23/32
VANNY GRIMSDITCH -  Psychometrics: 50/100, Presentation: 19/32
JORI RISELEY -  Psychometrics: 51/100, Presentation: 21/32
CORNY O'TUOHY -  Psychometrics: 49/100, Presentation: 19/32
KELLY CONEYBEER -  Psychometrics: 68/100, Presentation: 16/32
ABNER DEVO -  Psychometrics: 36/100, Presentation: 22/32
ALMEDA JEPPE -  Psychometrics: 60/100, Presentation: 24/32
AMOS CHATTELL -  Psychometrics: 46/100, Presentation: 19/32
WAYLAN GORS -  Psychometrics: 51/100, Presentation: 26/32
ROMY NOTHER -  Psychometrics: 66/100, Presentation: 20/32
"
Sparta Day 24 September 2019.txt,"Tuesday 24 September 2019
London Academy

SUNSHINE BACKSHALL -  Psychometrics: 55/100, Presentation: 21/32
DEMETRE COGHLAN -  Psychometrics: 48/100, Presentation: 21/32
DYANNA KIDMAN -  Psychometrics: 49/100, Presentation: 21/32
LLYWELLYN BECKITT -  Psychometrics: 58/100, Presentation: 19/32
TADIO COLLOBY -  Psychometrics: 60/100, Presentation: 19/32
DOTTI CRAUFORD -  Psychometrics: 67/100, Presentation: 22/32
LURLINE SOUNESS -  Psychometrics: 55/100, Presentation: 21/32
URIAH TERLINDEN -  Psychometrics: 38/100, Presentation: 21/32
AGNELLA DAIRTON -  Psychometrics: 69/100, Presentation: 15/32
DION ECCERSLEY -  Psychometrics: 62/100, Presentation: 21/32
DORALIA DEACKES -  Psychometrics: 55/100, Presentation: 23/32
GENE LEVENS -  Psychometrics: 66/100, Presentation: 23/32
DANTE LITTLEY -  Psychometrics: 49/100, Presentation: 18/32
ROBBIE ADESS -  Psychometrics: 41/100, Presentation: 20/32
RAHAL RYMILL -  Psychometrics: 48/100, Presentation: 22/32
DUNC SMALLACOMBE -  Psychometrics: 58/100, Presentation: 20/32
RETA BLAIS -  Psychometrics: 55/100, Presentation: 17/32
DOLLY CASARO -  Psychometrics: 56/100, Presentation: 24/32
ANTONETTA RUSTEDGE -  Psychometrics: 53/100, Presentation: 18/32
MILDRED MACALASTER -  Psychometrics: 66/100, Presentation: 19/32
BARTEL BILLIARD -  Psychometrics: 43/100, Presentation: 20/32
THORPE SIGARS -  Psychometrics: 69/100, Presentation: 20/32
ENGLEBERT ORME -  Psychometrics: 59/100, Presentation: 19/32
STORM HENRYSON -  Psychometrics: 59/100, Presentation: 19/32
KALINDA LEEBETTER -  Psychometrics: 54/100, Presentation: 22/32
ULRIKA SOUTHAM -  Psychometrics: 53/100, Presentation: 24/32
RENADO RUBES -  Psychometrics: 40/100, Presentation: 18/32
VERNON BENNOUGH -  Psychometrics: 55/100, Presentation: 24/32
"
Sparta Day 25 April 2019.txt,"Thursday 25 April 2019
Birmingham Academy

CHEREY TOLLFREE -  Psychometrics: 59/100, Presentation: 18/32
VERENA SHEDDAN -  Psychometrics: 49/100, Presentation: 20/32
NIEL SNARTT -  Psychometrics: 38/100, Presentation: 17/32
FREDRICK CARVIL -  Psychometrics: 53/100, Presentation: 18/32
IDELLE KIDSTOUN -  Psychometrics: 54/100, Presentation: 17/32
DOROLISA CUTMERE -  Psychometrics: 61/100, Presentation: 23/32
REEVA ROISTONE -  Psychometrics: 47/100, Presentation: 22/32
FLSS WHITTLE -  Psychometrics: 59/100, Presentation: 14/32
EMILINE BOLDEROE -  Psychometrics: 64/100, Presentation: 22/32
WINNIFRED OUTRIGHT -  Psychometrics: 72/100, Presentation: 19/32
BAILEY ANTRIM -  Psychometrics: 59/100, Presentation: 17/32
PHYLLIDA MCDIARMID -  Psychometrics: 52/100, Presentation: 21/32
ATLANTE BREWINS -  Psychometrics: 47/100, Presentation: 25/32
TEMPLETON KRZYSZTOFIAK -  Psychometrics: 58/100, Presentation: 18/32
IDELLE PIDGELEY -  Psychometrics: 51/100, Presentation: 18/32
TEODORA REDWOOD -  Psychometrics: 66/100, Presentation: 18/32
DEANA LEGONIDEC -  Psychometrics: 62/100, Presentation: 22/32
CATI VON SALZBERG -  Psychometrics: 58/100, Presentation: 14/32
JARIB RAYHILL -  Psychometrics: 60/100, Presentation: 15/32
LANNY ESPOSITA -  Psychometrics: 49/100, Presentation: 23/32
KONSTANTINE BADSEY -  Psychometrics: 48/100, Presentation: 23/32
AVE WAUDBY -  Psychometrics: 62/100, Presentation: 18/32
FIDELA DALLYWATER -  Psychometrics: 58/100, Presentation: 20/32
ERTHA NUDDS -  Psychometrics: 58/100, Presentation: 18/32
CONNY ROBSON -  Psychometrics: 41/100, Presentation: 14/32
BOYCEY MATUSHENKO -  Psychometrics: 69/100, Presentation: 21/32
"
Sparta Day 25 July 2019.txt,"Thursday 25 July 2019
Birmingham Academy

GUSS TACON -  Psychometrics: 61/100, Presentation: 12/32
SANDER REWBOTTOM -  Psychometrics: 58/100, Presentation: 21/32
ANNIE IBBOTSON -  Psychometrics: 52/100, Presentation: 15/32
DOMINI NORVEL -  Psychometrics: 42/100, Presentation: 28/32
VANESSA SCHIMKE -  Psychometrics: 62/100, Presentation: 13/32
NISSIE D'ANDREA -  Psychometrics: 49/100, Presentation: 20/32
GISELE BEETHAM -  Psychometrics: 50/100, Presentation: 20/32
JUSTIS GILHAM -  Psychometrics: 54/100, Presentation: 20/32
SELA PAVESE -  Psychometrics: 56/100, Presentation: 19/32
MARCELA RIDING -  Psychometrics: 59/100, Presentation: 19/32
THEDRICK CHASTAGNIER -  Psychometrics: 39/100, Presentation: 16/32
EMELEN ROMERA -  Psychometrics: 45/100, Presentation: 16/32
PETERUS BARTOLOMEAZZI -  Psychometrics: 55/100, Presentation: 23/32
IRA GRIMA -  Psychometrics: 60/100, Presentation: 20/32
HURLEE HESEY -  Psychometrics: 61/100, Presentation: 19/32
CORDIE DUCKERING -  Psychometrics: 53/100, Presentation: 21/32
JEFFRY COCKMAN -  Psychometrics: 54/100, Presentation: 10/32
LEOPOLD BOICHAT -  Psychometrics: 60/100, Presentation: 23/32
GRANT HASNEY -  Psychometrics: 48/100, Presentation: 23/32
COLEMAN MARTYNKA -  Psychometrics: 57/100, Presentation: 23/32
BRENDON CORBALLY -  Psychometrics: 47/100, Presentation: 13/32
ORALIA CHAIKOVSKI -  Psychometrics: 55/100, Presentation: 23/32
CLARKE CRADOC -  Psychometrics: 61/100, Presentation: 27/32
ROIS COVEY -  Psychometrics: 55/100, Presentation: 23/32
ALLYCE ATTWILL -  Psychometrics: 55/100, Presentation: 23/32
LAYNE MCALINE -  Psychometrics: 50/100, Presentation: 21/32
ANTONIE CORAM -  Psychometrics: 53/100, Presentation: 27/32
NANI MEASOM -  Psychometrics: 63/100, Presentation: 18/32
ELWIN COLLUMBINE -  Psychometrics: 47/100, Presentation: 19/32
EVVY ALLCOCK -  Psychometrics: 64/100, Presentation: 22/32
"
Sparta Day 25 June 2019.txt,"Tuesday 25 June 2019
London Academy

AURELEA LEASON -  Psychometrics: 51/100, Presentation: 19/32
MARCHALL POCKLINGTON -  Psychometrics: 58/100, Presentation: 18/32
GIULIETTA DISSMAN -  Psychometrics: 62/100, Presentation: 19/32
NEHEMIAH TACKLE -  Psychometrics: 44/100, Presentation: 26/32
LIND FEREBEE -  Psychometrics: 51/100, Presentation: 25/32
MALIA CHECCUCCI -  Psychometrics: 57/100, Presentation: 21/32
FANCIE COSTER -  Psychometrics: 66/100, Presentation: 21/32
SHEL BOLZEN -  Psychometrics: 59/100, Presentation: 18/32
MATILDA MATTIESSEN -  Psychometrics: 59/100, Presentation: 22/32
FRANCKLIN WARRINGTON -  Psychometrics: 51/100, Presentation: 21/32
HULDA BALES -  Psychometrics: 58/100, Presentation: 22/32
SOPHEY SKYPP -  Psychometrics: 45/100, Presentation: 20/32
MAREN BURGOTT -  Psychometrics: 38/100, Presentation: 21/32
PRESCOTT ALFUSO -  Psychometrics: 51/100, Presentation: 20/32
JUDIE LOWY -  Psychometrics: 65/100, Presentation: 20/32
HOMERE STENTIFORD -  Psychometrics: 64/100, Presentation: 24/32
MAC BIRKINSHAW -  Psychometrics: 56/100, Presentation: 8/32
KELLEN BENTICK -  Psychometrics: 53/100, Presentation: 22/32
TRESCHA GENDRICH -  Psychometrics: 51/100, Presentation: 14/32
PAXTON MCGINLAY -  Psychometrics: 63/100, Presentation: 15/32
AGUSTIN RODERIGHI -  Psychometrics: 38/100, Presentation: 21/32
PHILLY JERRIM -  Psychometrics: 56/100, Presentation: 16/32
SANDI GURTON -  Psychometrics: 62/100, Presentation: 27/32
LEVY STANDAGE -  Psychometrics: 57/100, Presentation: 17/32
LANNI OTTON -  Psychometrics: 62/100, Presentation: 19/32
ALLX MACDEARMAID -  Psychometrics: 59/100, Presentation: 16/32
JARROD DRIFFE -  Psychometrics: 68/100, Presentation: 17/32
JUDD ABRAHM -  Psychometrics: 55/100, Presentation: 21/32
KAT RIGARD -  Psychometrics: 57/100, Presentation: 20/32
AMOS DEBILL -  Psychometrics: 51/100, Presentation: 19/32
COSTANZA PYKE -  Psychometrics: 67/100, Presentation: 19/32
OTHILIA HUCKER -  Psychometrics: 65/100, Presentation: 21/32
SILVAIN KUHWALD -  Psychometrics: 61/100, Presentation: 21/32
"
Sparta Day 25 September 2019.txt,"Wednesday 25 September 2019
London Academy

RICKIE BURKERT -  Psychometrics: 54/100, Presentation: 19/32
ANDRIANA DUNNIOM -  Psychometrics: 57/100, Presentation: 16/32
SHERWIN MCILWRAITH -  Psychometrics: 63/100, Presentation: 22/32
IOLANDE TREVERS -  Psychometrics: 61/100, Presentation: 23/32
ORALLA COPELLI -  Psychometrics: 55/100, Presentation: 25/32
FOSS TILIO -  Psychometrics: 48/100, Presentation: 19/32
TULLEY FISBBURNE -  Psychometrics: 59/100, Presentation: 14/32
DASIE JUSTIS -  Psychometrics: 49/100, Presentation: 24/32
ELVINA JUDD -  Psychometrics: 60/100, Presentation: 19/32
EIMILE JOBEY -  Psychometrics: 51/100, Presentation: 22/32
ANESTASSIA GADMAN -  Psychometrics: 58/100, Presentation: 19/32
WILLI LAKENDEN -  Psychometrics: 48/100, Presentation: 20/32
REG GAINES -  Psychometrics: 52/100, Presentation: 19/32
CHES KENIWELL -  Psychometrics: 44/100, Presentation: 18/32
DARYA DELAFONT -  Psychometrics: 57/100, Presentation: 20/32
MYRTA TISSELL -  Psychometrics: 52/100, Presentation: 21/32
ROBIN GILLEON -  Psychometrics: 41/100, Presentation: 21/32
GERTA LEONARDS -  Psychometrics: 67/100, Presentation: 19/32
ALEEN MCKEURTON -  Psychometrics: 53/100, Presentation: 21/32
PRUDI BERNARDON -  Psychometrics: 52/100, Presentation: 23/32
PRESCOTT TURPEY -  Psychometrics: 62/100, Presentation: 22/32
HONOR JEANDON -  Psychometrics: 58/100, Presentation: 19/32
MALCOLM WHITTIER -  Psychometrics: 59/100, Presentation: 25/32
GUN BURKITT -  Psychometrics: 57/100, Presentation: 22/32
PAYTON TURBARD -  Psychometrics: 58/100, Presentation: 26/32
NEALON TOMPKISS -  Psychometrics: 66/100, Presentation: 23/32
CRISTAL PRENDERGAST -  Psychometrics: 41/100, Presentation: 14/32
NEEL CAMPANA -  Psychometrics: 50/100, Presentation: 21/32
BRIANA SHORTER -  Psychometrics: 60/100, Presentation: 19/32
CLYVE BOWE -  Psychometrics: 49/100, Presentation: 26/32
RIP JORDESON -  Psychometrics: 55/100, Presentation: 14/32
"
Sparta Day 26 February 2019.txt,"Tuesday 26 February 2019
London Academy

FRASIER GREEDYER -  Psychometrics: 51/100, Presentation: 18/32
REESE PROSWELL -  Psychometrics: 53/100, Presentation: 22/32
KIMMI BODELL -  Psychometrics: 50/100, Presentation: 20/32
MART GRESER -  Psychometrics: 61/100, Presentation: 16/32
AUDRYE TOBIAS -  Psychometrics: 54/100, Presentation: 20/32
DEBBY MCGLYNN -  Psychometrics: 57/100, Presentation: 17/32
YVETTE HAMMERBERG -  Psychometrics: 49/100, Presentation: 18/32
ARTEMAS TOWSE -  Psychometrics: 48/100, Presentation: 27/32
GEORG BATTMAN -  Psychometrics: 60/100, Presentation: 24/32
WILLIS DEDNEY -  Psychometrics: 41/100, Presentation: 23/32
LORAINE COLVILLE -  Psychometrics: 54/100, Presentation: 24/32
TERRY MACVANAMY -  Psychometrics: 60/100, Presentation: 28/32
SHERIDAN ANGEAU -  Psychometrics: 53/100, Presentation: 21/32
HERMANN CASER -  Psychometrics: 60/100, Presentation: 18/32
SAMMY GOWRIE -  Psychometrics: 61/100, Presentation: 17/32
ALI SHEGOG -  Psychometrics: 55/100, Presentation: 20/32
BRYANTY ZAMORRANO -  Psychometrics: 47/100, Presentation: 24/32
HOWARD SHIPPERBOTTOM -  Psychometrics: 69/100, Presentation: 22/32
MARMADUKE BRATCH -  Psychometrics: 50/100, Presentation: 17/32
WESTON BAKES -  Psychometrics: 55/100, Presentation: 22/32
EALASAID BADCOCK -  Psychometrics: 63/100, Presentation: 20/32
EDIN ELIE -  Psychometrics: 50/100, Presentation: 20/32
SUELLEN DOWNGATE -  Psychometrics: 45/100, Presentation: 22/32
MARIKA MASSARD -  Psychometrics: 54/100, Presentation: 18/32
GAL WALLWOOD -  Psychometrics: 59/100, Presentation: 19/32
MAGGY O'CLEARY -  Psychometrics: 53/100, Presentation: 15/32
BOBBYE HAINS -  Psychometrics: 51/100, Presentation: 24/32
JARD ANTONOWICZ -  Psychometrics: 52/100, Presentation: 20/32
NORAH BOWEN -  Psychometrics: 65/100, Presentation: 15/32
"
Sparta Day 26 June 2019.txt,"Wednesday 26 June 2019
London Academy

SIMMONDS CASTLEDINE -  Psychometrics: 47/100, Presentation: 24/32
JAN MANILO -  Psychometrics: 60/100, Presentation: 18/32
KATHY MEEKING -  Psychometrics: 52/100, Presentation: 24/32
ANNAMARIA REDHOLE -  Psychometrics: 55/100, Presentation: 19/32
SIMONNE REGGLER -  Psychometrics: 42/100, Presentation: 21/32
BRIDIE TOSH -  Psychometrics: 61/100, Presentation: 9/32
KATHERINA BOWTON -  Psychometrics: 60/100, Presentation: 20/32
KIM BESTER -  Psychometrics: 62/100, Presentation: 22/32
CHERRITA ALLCHORNE -  Psychometrics: 53/100, Presentation: 16/32
ROSALINDA FRIZZELL -  Psychometrics: 50/100, Presentation: 19/32
BRIAN GEARD -  Psychometrics: 56/100, Presentation: 10/32
CLAIRE REVILLE -  Psychometrics: 46/100, Presentation: 18/32
BRIANT POPE -  Psychometrics: 53/100, Presentation: 22/32
EAMON FALLS -  Psychometrics: 56/100, Presentation: 14/32
SIEGFRIED GERLEIT -  Psychometrics: 45/100, Presentation: 18/32
LEA NORMINGTON -  Psychometrics: 59/100, Presentation: 20/32
CHARLEEN FELDBERGER -  Psychometrics: 56/100, Presentation: 14/32
WILONA CREAN -  Psychometrics: 59/100, Presentation: 21/32
CARLYNNE KEAL -  Psychometrics: 52/100, Presentation: 24/32
BAX SWEETMAN -  Psychometrics: 50/100, Presentation: 24/32
JAMIMA STURGESS -  Psychometrics: 58/100, Presentation: 23/32
EDDY SMUTH -  Psychometrics: 48/100, Presentation: 22/32
JEANNETTE WILLANS -  Psychometrics: 63/100, Presentation: 21/32
TIRRELL TABART -  Psychometrics: 52/100, Presentation: 23/32
ROLAND SKEENE -  Psychometrics: 57/100, Presentation: 17/32
ABRAM SUETER -  Psychometrics: 68/100, Presentation: 19/32
BAB DURNAN -  Psychometrics: 47/100, Presentation: 17/32
CORDIE BOLDUC -  Psychometrics: 55/100, Presentation: 22/32
FREMONT VICARY -  Psychometrics: 59/100, Presentation: 25/32
CLIO LAFFLINA -  Psychometrics: 61/100, Presentation: 25/32
BALDUIN GUDGION -  Psychometrics: 39/100, Presentation: 19/32
ERVIN ACOSTA -  Psychometrics: 59/100, Presentation: 20/32
AGUIE PRATI -  Psychometrics: 61/100, Presentation: 19/32
CEIL SUERZ -  Psychometrics: 48/100, Presentation: 23/32
KENDRA TWORT -  Psychometrics: 57/100, Presentation: 21/32
DEXTER CLUCAS -  Psychometrics: 50/100, Presentation: 12/32
SAMSON MOSEN -  Psychometrics: 54/100, Presentation: 18/32
MYRTLE SATTERLY -  Psychometrics: 67/100, Presentation: 13/32
"
