name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,talent_id
Eric Spritt,2019-07-20,"{'Ruby': 2, 'SPSS': 5, 'PHP': 2}","['Curious', 'Consistent']","['Overbearing', 'Selfish']",Yes,Yes,Yes,Pass,Business,11198
Farica Harding,2019-07-19,"{'C#': 2, 'Java': 3, 'R': 4, 'SPSS': 5, 'JavaScript': 4}","['Perfectionism', 'Composure', 'Passionate']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data,11199
Kore Amburgy,2019-07-06,"{'R': 3, 'SPSS': 6, 'PHP': 2}","['Curious', 'Creative', 'Critical Thinking']","['Conventional', 'Introverted', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,11200
Juli Ruler,2019-07-12,{'C++': 4},"['Listening', 'Independent']",['Passive'],Yes,Yes,Yes,Pass,Business,11201
Gery Beckenham,2019-07-06,"{'Python': 2, 'Java': 2, 'Ruby': 2, 'SPSS': 6, 'C++': 5, 'JavaScript': 3}","['Patient', 'Collaboration']","['Procrastination', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,11202
Jacquelynn Banasiak,2019-07-12,"{'Python': 2, 'Ruby': 1, 'SPSS': 3}","['Critical Thinking', 'Ambitious']",['Critical'],Yes,No,No,Fail,Business,11203
Krystalle Deeney,2019-07-20,"{'Python': 1, 'JavaScript': 3}",['Ambitious'],"['Sensitive', 'Distracted']",Yes,No,Yes,Fail,Engineering,11204
Gerianne Christoforou,,"{'Java': 3, 'Ruby': 5, 'R': 6, 'C++': 2}","['Critical Thinking', 'Passionate']","['Perfectionist', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,11205
Louella Cuppitt,2019-07-05,{'PHP': 2},"['Versatile', 'Charisma', 'Collaboration']",['Perfectionist'],Yes,Yes,Yes,Pass,Business,11206
Clarke Whitelock,2019-07-06,"{'Python': 6, 'C++': 4}","['Consistent', 'Creative', 'Passionate']","['Passive', 'Chatty', 'Immature']",No,No,Yes,Fail,Data,11207
Farrel Bertl,2019-07-04,"{'Python': 4, 'C#': 4, 'R': 6, 'SPSS': 1, 'PHP': 2}","['Listening', 'Critical Thinking', 'Consistent']",['Impatient'],No,Yes,Yes,Fail,Data,11208
Chadd Ellen,2019-07-05,"{'C#': 2, 'Ruby': 4, 'PHP': 1, 'JavaScript': 3}",['Critical Thinking'],['Chatty'],Yes,Yes,Yes,Pass,Data,11209
Sean Dillaway,2019-07-11,"{'Python': 1, 'C#': 2, 'Java': 2, 'R': 7}",['Curious'],"['Indecisive', 'Distracted']",Yes,Yes,No,Fail,Data,11210
Adah Fost,2019-07-13,"{'Ruby': 4, 'R': 2}","['Courteous', 'Determined']","['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data,11211
Abram Sueter,2019-07-26,"{'Python': 2, 'C#': 4, 'Java': 1, 'SPSS': 1, 'PHP': 2, 'C++': 3}",['Independent'],"['Immature', 'Passive', 'Procrastination']",Yes,No,Yes,Fail,Data,11212
Darn Kirkby,2019-07-18,"{'C#': 3, 'Ruby': 4, 'SPSS': 4}","['Competitive', 'Patient', 'Problem Solving']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering,11213
Jessamyn Reightley,2019-07-19,{'C#': 3},['Reliable'],['Impulsive'],Yes,No,Yes,Fail,Data,11215
Rockwell Gutteridge,2019-07-27,"{'Python': 3, 'Java': 1, 'Ruby': 4}",['Courteous'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering,11216
Serge Muehle,2019-07-19,"{'Python': 3, 'C#': 5, 'JavaScript': 1}",['Reliable'],"['Chaotic', 'Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Data,11217
Sydney Burchmore,2019-07-19,"{'Python': 6, 'Java': 3, 'PHP': 1, 'JavaScript': 4}","['Perfectionism', 'Passionate']","['Stubborn', 'Overbearing', 'Chatty']",Yes,Yes,Yes,Pass,Data,11218
Gisela Schachter,2019-07-11,{'PHP': 3},"['Charisma', 'Reliable', 'Organisation']","['Slow', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,11219
Abram Goldster,2019-07-04,"{'R': 4, 'C++': 1}","['Patient', 'Collaboration']","['Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Data,11220
Yvor Shepstone,2019-07-18,"{'C#': 6, 'PHP': 4, 'C++': 2, 'JavaScript': 3}",['Consistent'],"['Indecisive', 'Selfish']",Yes,Yes,Yes,Fail,Data,11221
Cosimo Labram,2019-07-12,"{'C#': 3, 'R': 2, 'PHP': 1}",['Efficient'],"['Passive', 'Impulsive', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,11222
Maible Antic,2019-07-18,"{'Python': 6, 'SPSS': 3, 'PHP': 4, 'C++': 3, 'JavaScript': 6}","['Versatile', 'Composure', 'Efficient']","['Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Data,11223
Carlo Beekman,2019-07-18,"{'C#': 8, 'Ruby': 7, 'C++': 4}","['Independent', 'Determined', 'Listening']","['Stubborn', 'Intolerant', 'Chaotic']",Yes,Yes,Yes,Fail,Data,11224
Cordie Bolduc,2019-07-26,"{'Python': 4, 'Java': 2, 'SPSS': 1, 'JavaScript': 2}",['Critical Thinking'],"['Undisciplined', 'Competitive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,11225
Bourke Belsey,2019-07-19,"{'Ruby': 6, 'R': 3, 'SPSS': 4, 'PHP': 1, 'JavaScript': 6}","['Versatile', 'Altruism', 'Critical Thinking']","['Chatty', 'Sensitive']",No,Yes,Yes,Fail,Data,11226
Phedra Berriball,2019-07-11,"{'Python': 3, 'C#': 5, 'Java': 4, 'Ruby': 3, 'R': 3}","['Empathy', 'Determined', 'Courteous']","['Competitive', 'Conventional']",Yes,Yes,No,Fail,Data,11227
Silvester Ondra,2019-07-12,"{'Ruby': 1, 'PHP': 5, 'JavaScript': 2}","['Critical Thinking', 'Collaboration']","['Overbearing', 'Distracted', 'Impatient']",Yes,Yes,No,Fail,Business,11228
Clyve Bradden,2019-07-05,{'Ruby': 1},"['Competitive', 'Problem Solving']","['Slow', 'Indecisive', 'Selfish']",Yes,Yes,No,Fail,Business,11229
Winna Lemmertz,2019-07-12,"{'Ruby': 2, 'SPSS': 2, 'C++': 3}","['Determined', 'Passionate', 'Rational']",['Chaotic'],Yes,Yes,Yes,Pass,Business,11230
Fremont Vicary,2019-07-26,"{'Java': 1, 'R': 5, 'PHP': 4, 'JavaScript': 4}","['Perfectionism', 'Versatile']","['Impatient', 'Selfish', 'Anxious']",Yes,No,Yes,Fail,Engineering,11231
Byrom Sawday,,"{'Python': 3, 'R': 1, 'C++': 1, 'JavaScript': 1}","['Consistent', 'Creative']","['Stubborn', 'Impatient']",Yes,Yes,Yes,Pass,Business,11232
Kat Sutherland,2019-07-18,"{'Python': 3, 'Java': 2, 'SPSS': 6}","['Competitive', 'Efficient']","['Distracted', 'Competitive', 'Intolerant']",Yes,Yes,No,Fail,Data,11233
Corby Torel,2019-07-20,"{'C++': 3, 'JavaScript': 6}",['Altruism'],"['Indecisive', 'Slow']",Yes,Yes,No,Fail,Business,11234
Leland Wither,2019-07-18,"{'Python': 3, 'SPSS': 4, 'C++': 2, 'JavaScript': 5}","['Composure', 'Passionate', 'Courteous']","['Intolerant', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,11236
Clio Lafflina,2019-07-26,"{'Ruby': 1, 'JavaScript': 1}",['Perfectionism'],"['Competitive', 'Distracted', 'Critical']",Yes,No,Yes,Fail,Business,11237
Farlee Petren,2019-07-20,,"['Independent', 'Perfectionism', 'Collaboration']",['Indifferent'],Yes,Yes,Yes,Pass,Business,11238
Elisabeth Ebbutt,2019-07-04,"{'Python': 2, 'C#': 2, 'Java': 1, 'C++': 2}",['Creative'],['Anxious'],Yes,Yes,Yes,Pass,Data,11239
Benedikt Cohani,2019-07-06,"{'Ruby': 2, 'SPSS': 3, 'C++': 3, 'JavaScript': 5}","['Critical Thinking', 'Courteous']","['Sensitive', 'Stubborn', 'Indecisive']",Yes,Yes,Yes,Pass,Data,11240
Joanna Eggerton,2019-07-11,"{'Ruby': 3, 'SPSS': 2, 'PHP': 3, 'C++': 3}","['Listening', 'Perfectionism']","['Immature', 'Introverted', 'Indifferent']",Yes,Yes,Yes,Pass,Business,11241
Candi Camillo,2019-07-19,{'JavaScript': 2},"['Perfectionism', 'Collaboration', 'Ambitious']","['Sensitive', 'Distracted']",No,Yes,Yes,Fail,Engineering,11242
Augustin Tabrett,2019-07-05,"{'SPSS': 2, 'C++': 3}",['Competitive'],['Indecisive'],Yes,Yes,No,Fail,Engineering,11243
Ervin Acosta,2019-07-26,"{'PHP': 1, 'C++': 1}","['Empathy', 'Composure']","['Anxious', 'Stubborn']",Yes,No,No,Fail,Data,11244
Nanni Caldera,2019-07-05,"{'SPSS': 3, 'PHP': 5, 'JavaScript': 4}","['Consistent', 'Charisma', 'Composure']","['Immature', 'Impatient']",Yes,No,No,Fail,Data,11245
Joachim Guslon,2019-07-05,"{'R': 7, 'SPSS': 3, 'PHP': 5}","['Critical Thinking', 'Patient', 'Collaboration']",['Procrastination'],Yes,Yes,Yes,Pass,Data,11246
Dean Duchant,2019-07-27,"{'C#': 2, 'Java': 1, 'PHP': 2}",['Independent'],"['Anxious', 'Chaotic', 'Passive']",No,Yes,Yes,Fail,Business,11247
Hartwell Jewess,2019-07-04,"{'C#': 5, 'Java': 3, 'Ruby': 2, 'R': 6}","['Empathy', 'Composure']",['Conventional'],Yes,Yes,Yes,Pass,Data,11248
Allx Macdearmaid,2019-07-25,"{'Python': 6, 'C++': 1}","['Determined', 'Charisma']",['Chatty'],Yes,Yes,Yes,Pass,Data,11249
Derrek Scarce,2019-07-27,"{'Python': 5, 'Ruby': 4}","['Creative', 'Innovative', 'Charisma']","['Chaotic', 'Immature']",Yes,Yes,Yes,Pass,Business,11250
Aguie Prati,2019-07-26,"{'C#': 2, 'Ruby': 4, 'R': 2, 'SPSS': 3}",['Charisma'],['Controlling'],Yes,No,Yes,Fail,Engineering,11251
Shayne De Domenico,2019-07-11,"{'Python': 3, 'R': 8}",['Creative'],"['Slow', 'Procrastination', 'Overbearing']",No,Yes,Yes,Fail,Engineering,11252
Brandise Moston,2019-07-18,"{'Python': 8, 'C++': 4}",['Competitive'],['Intolerant'],Yes,Yes,Yes,Pass,Business,11253
Petronilla Ziemens,2019-07-11,"{'Python': 5, 'Java': 2, 'R': 2, 'PHP': 4}","['Listening', 'Ambitious', 'Efficient']","['Controlling', 'Indecisive', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,11254
Jarrod Driffe,2019-07-25,"{'R': 3, 'PHP': 5, 'C++': 5, 'JavaScript': 2}",['Courteous'],"['Procrastination', 'Distracted']",Yes,No,Yes,Fail,Data,11255
Celestina Aysik,2019-07-04,"{'C#': 5, 'Java': 2, 'PHP': 1, 'C++': 4, 'JavaScript': 1}","['Listening', 'Independent']","['Indifferent', 'Immature']",Yes,Yes,Yes,Pass,Engineering,11256
Nikolaus Gullefant,2019-07-11,"{'Python': 7, 'C#': 2, 'Java': 4, 'SPSS': 1, 'JavaScript': 1}",['Competitive'],['Sensitive'],Yes,Yes,Yes,Pass,Business,11257
Palmer Snaddin,2019-07-13,"{'Python': 3, 'R': 1, 'C++': 3}",['Curious'],"['Selfish', 'Slow', 'Critical']",Yes,Yes,Yes,Pass,Data,11258
Daniele Iskowicz,2019-07-18,"{'Java': 3, 'Ruby': 5, 'C++': 3, 'JavaScript': 6}",['Creative'],"['Distracted', 'Controlling', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,11259
Brandy Iannazzi,2019-07-04,"{'Python': 3, 'PHP': 3}","['Perfectionism', 'Rational', 'Reliable']",['Selfish'],Yes,Yes,Yes,Pass,Data,11260
Jerome Kasting,2019-07-19,{'Java': 5},"['Reliable', 'Problem Solving', 'Empathy']","['Impatient', 'Conventional', 'Procrastination']",Yes,Yes,Yes,Pass,Data,11261
Auberon Werny,2019-07-11,"{'Ruby': 6, 'PHP': 2, 'JavaScript': 2}","['Listening', 'Competitive']","['Selfish', 'Impatient']",Yes,Yes,Yes,Pass,Business,11262
Eimile Sanper,2019-07-27,"{'Java': 2, 'C++': 3, 'JavaScript': 2}",['Competitive'],"['Introverted', 'Impatient']",Yes,Yes,No,Fail,Data,11263
Wallas Hacket,2019-07-06,{'C++': 2},['Problem Solving'],"['Competitive', 'Impulsive', 'Conventional']",Yes,No,Yes,Fail,Data,11264
Devlen Froome,2019-07-19,"{'Python': 4, 'C#': 1, 'R': 4, 'SPSS': 6, 'PHP': 2}","['Reliable', 'Critical Thinking', 'Organisation']",['Anxious'],Yes,Yes,No,Fail,Business,11265
Amalia Orris,2019-07-06,"{'Java': 2, 'R': 5}",['Determined'],"['Passive', 'Indifferent']",Yes,Yes,Yes,Pass,Business,11266
Kendra Twort,2019-07-26,{'C++': 4},"['Altruism', 'Independent', 'Ambitious']","['Perfectionist', 'Selfish']",Yes,Yes,Yes,Pass,Engineering,11267
Wilden Claisse,2019-07-18,"{'C#': 3, 'Ruby': 2, 'PHP': 2, 'JavaScript': 3}","['Passionate', 'Competitive', 'Ambitious']","['Chatty', 'Passive', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,11268
Dulsea Westfalen,2019-07-27,"{'Java': 5, 'Ruby': 4}","['Curious', 'Innovative']","['Controlling', 'Passive', 'Critical']",No,Yes,Yes,Fail,Data,11269
Kendell Ruppele,2019-07-06,"{'R': 3, 'JavaScript': 6}","['Listening', 'Innovative', 'Composure']","['Chaotic', 'Introverted']",Yes,No,Yes,Fail,Engineering,11270
Judd Abrahm,2019-07-25,"{'Python': 1, 'Java': 1, 'PHP': 1, 'C++': 2, 'JavaScript': 2}","['Competitive', 'Creative']",['Procrastination'],Yes,Yes,Yes,Fail,Business,11272
Letizia Persence,2019-07-20,"{'Python': 2, 'C#': 3, 'Ruby': 1, 'PHP': 2, 'C++': 4, 'JavaScript': 2}","['Efficient', 'Altruism']","['Anxious', 'Procrastination']",Yes,Yes,No,Fail,Engineering,11273
Forster Clines,2019-07-11,"{'R': 4, 'SPSS': 4}","['Empathy', 'Listening']","['Impatient', 'Chatty', 'Conventional']",Yes,Yes,Yes,Pass,Data,11274
Carly Assandri,2019-07-27,"{'Python': 5, 'C#': 2, 'Java': 7, 'R': 2, 'SPSS': 2}","['Critical Thinking', 'Consistent', 'Courteous']","['Passive', 'Critical', 'Anxious']",Yes,Yes,Yes,Pass,Data,11275
Tremain Barosch,2019-07-27,"{'R': 3, 'JavaScript': 1}",['Organisation'],"['Competitive', 'Perfectionist', 'Critical']",Yes,Yes,Yes,Pass,Business,11276
Kyla Jankovsky,2019-07-20,"{'Java': 2, 'JavaScript': 3}","['Determined', 'Rational']",['Chatty'],Yes,No,Yes,Fail,Engineering,11277
Dixie Macrae,2019-07-05,"{'Java': 2, 'PHP': 1, 'JavaScript': 3}","['Altruism', 'Critical Thinking']",['Competitive'],No,Yes,Yes,Fail,Engineering,11279
Lewiss Sabban,2019-07-05,"{'C#': 5, 'Java': 5, 'Ruby': 7, 'SPSS': 1, 'PHP': 1}","['Efficient', 'Charisma']",['Introverted'],Yes,Yes,Yes,Pass,Data,11280
Kat Rigard,2019-07-25,"{'Python': 2, 'R': 4, 'JavaScript': 1}","['Competitive', 'Reliable', 'Listening']","['Distracted', 'Anxious', 'Conventional']",No,No,Yes,Fail,Data,11281
Belia Losseljong,2019-07-27,"{'C#': 8, 'R': 3, 'SPSS': 3, 'C++': 2}",['Organisation'],['Impatient'],No,Yes,Yes,Fail,Business,11282
Peggy Hariot,2019-07-06,{'C++': 5},['Passionate'],"['Competitive', 'Perfectionist', 'Impatient']",Yes,Yes,No,Fail,Data,11283
Selby Floyd,2019-07-04,"{'Python': 4, 'Java': 4, 'R': 2, 'SPSS': 1, 'JavaScript': 1}","['Rational', 'Independent']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,11284
Prentice Van Der Hoeven,2019-07-11,{'Python': 1},['Critical Thinking'],"['Chaotic', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Business,11285
Amos Debill,2019-07-25,"{'Ruby': 5, 'R': 3, 'SPSS': 3, 'C++': 2}","['Consistent', 'Ambitious', 'Critical Thinking']","['Intolerant', 'Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,11286
Samson Mosen,2019-07-26,{'R': 4},"['Organisation', 'Perfectionism']",['Indifferent'],Yes,Yes,Yes,Pass,Business,11287
Quint Pontain,2019-07-06,{'Python': 5},"['Empathy', 'Rational', 'Listening']","['Indecisive', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Business,11288
Tana Cullinane,2019-07-12,"{'Python': 2, 'Ruby': 1, 'PHP': 3, 'JavaScript': 1}","['Ambitious', 'Organisation']","['Slow', 'Competitive']",Yes,Yes,Yes,Pass,Business,11289
Costanza Pyke,2019-07-25,"{'Python': 2, 'Java': 4, 'Ruby': 2, 'R': 2, 'PHP': 1, 'JavaScript': 3}","['Passionate', 'Efficient', 'Independent']",['Anxious'],Yes,Yes,Yes,Pass,Engineering,11290
Kenton Kilgrove,2019-07-04,"{'C#': 2, 'R': 3}","['Collaboration', 'Competitive']","['Selfish', 'Impulsive', 'Competitive']",Yes,Yes,Yes,Pass,Data,11291
Darda Di Giacomo,2019-07-06,"{'C#': 4, 'Java': 2, 'Ruby': 2, 'R': 2, 'JavaScript': 3}","['Passionate', 'Creative', 'Empathy']","['Undisciplined', 'Slow', 'Overbearing']",Yes,Yes,No,Fail,Engineering,11292
Othilia Hucker,2019-07-25,"{'C#': 1, 'Java': 1, 'SPSS': 7, 'PHP': 1, 'C++': 2}",['Determined'],"['Perfectionist', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,11293
Lavinie Marshman,2019-07-18,"{'Ruby': 3, 'R': 1, 'C++': 7}",['Composure'],"['Distracted', 'Anxious']",Yes,Yes,Yes,Pass,Business,11294
Silvain Kuhwald,2019-07-25,"{'C#': 2, 'Java': 6, 'Ruby': 3}","['Organisation', 'Reliable']","['Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Data,11295
Audra Boodell,2019-07-20,"{'Python': 3, 'R': 2, 'SPSS': 3}",['Innovative'],"['Sensitive', 'Immature', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,11296
Wilt Gotliffe,2019-07-06,"{'Python': 1, 'C#': 4, 'Java': 1, 'Ruby': 3, 'C++': 2}","['Rational', 'Reliable']","['Immature', 'Introverted']",Yes,Yes,Yes,Pass,Business,11297
Rosene Yearnsley,2019-07-27,"{'Python': 2, 'Java': 3, 'Ruby': 2, 'SPSS': 2, 'C++': 1}",['Independent'],"['Impatient', 'Passive']",Yes,No,Yes,Fail,Business,11298
Larry Claridge,2019-07-18,{'JavaScript': 2},"['Charisma', 'Curious']",['Anxious'],Yes,Yes,Yes,Pass,Engineering,11299
Hattie Dullard,2019-07-05,"{'Java': 6, 'Ruby': 5, 'C++': 2, 'JavaScript': 6}","['Curious', 'Consistent']","['Distracted', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering,11300
Dacy Pococke,2019-07-13,{'Ruby': 1},"['Independent', 'Passionate', 'Courteous']","['Passive', 'Critical', 'Selfish']",Yes,Yes,No,Fail,Engineering,11301
Kingsly Lowdwell,2019-07-20,"{'C#': 1, 'SPSS': 4, 'PHP': 3, 'JavaScript': 2}","['Problem Solving', 'Composure']",['Chatty'],Yes,No,Yes,Fail,Data,11302
Cleon Kemson,2019-07-20,"{'Python': 4, 'Java': 2, 'PHP': 3, 'C++': 3, 'JavaScript': 3}","['Problem Solving', 'Curious', 'Independent']",['Overbearing'],Yes,Yes,Yes,Pass,Engineering,11303
Seymour Rodda,2019-07-06,"{'C#': 2, 'SPSS': 6, 'C++': 3}","['Passionate', 'Courteous']","['Introverted', 'Conventional']",Yes,Yes,No,Fail,Engineering,11304
Linc Hallex,2019-07-20,"{'Python': 2, 'C++': 4, 'JavaScript': 3}","['Curious', 'Collaboration']","['Selfish', 'Immature']",Yes,Yes,Yes,Pass,Engineering,11305
Tobe Markovic,,"{'C#': 6, 'SPSS': 3, 'PHP': 3}","['Collaboration', 'Competitive']","['Anxious', 'Critical']",No,Yes,Yes,Fail,Data,11306
Candy Berends,2019-12-10,"{'SPSS': 2, 'PHP': 3}","['Passionate', 'Listening']","['Impulsive', 'Procrastination', 'Indifferent']",Yes,Yes,Yes,Pass,Business,11307
Charmian Martinuzzi,2019-12-17,"{'Python': 2, 'Ruby': 5, 'PHP': 1}","['Consistent', 'Independent', 'Perfectionism']","['Critical', 'Conventional', 'Distracted']",No,Yes,Yes,Fail,Data,11308
Mirabelle Shakeshaft,2019-12-18,"{'Python': 3, 'C#': 4, 'R': 2, 'SPSS': 2, 'JavaScript': 6}","['Empathy', 'Versatile', 'Consistent']","['Critical', 'Immature']",Yes,Yes,Yes,Pass,Engineering,11309
Benita Downgate,2019-12-05,"{'Python': 2, 'Ruby': 5}","['Collaboration', 'Creative']","['Stubborn', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,11310
Adolpho Litterick,2019-12-10,,"['Consistent', 'Altruism']","['Indecisive', 'Indifferent', 'Sensitive']",Yes,Yes,No,Fail,Engineering,11311
Rockey Courtes,2019-12-10,"{'Python': 2, 'Ruby': 4, 'R': 5, 'JavaScript': 8}","['Organisation', 'Passionate', 'Curious']","['Selfish', 'Overbearing', 'Procrastination']",Yes,No,No,Fail,Business,11312
Berry Gammel,2019-12-11,"{'Python': 5, 'C#': 3, 'Java': 3, 'Ruby': 2, 'SPSS': 2, 'PHP': 1, 'C++': 1}",['Determined'],['Conventional'],Yes,No,Yes,Fail,Business,11313
Moritz Mosedall,2019-12-11,"{'Ruby': 2, 'SPSS': 2, 'JavaScript': 5}","['Reliable', 'Rational']","['Competitive', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,11314
Trefor Kalinowsky,2019-12-04,"{'C#': 3, 'Ruby': 3}","['Organisation', 'Perfectionism']","['Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Data,11315
Gertruda Syddie,2019-12-12,"{'C#': 8, 'Java': 6}","['Patient', 'Perfectionism', 'Empathy']","['Procrastination', 'Introverted', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,11316
Hersch Holburn,2019-12-18,"{'C#': 4, 'Ruby': 1, 'SPSS': 5, 'C++': 4}","['Collaboration', 'Problem Solving']",['Anxious'],Yes,Yes,Yes,Pass,Business,11317
Alayne Farrans,2019-12-19,"{'C#': 4, 'SPSS': 5}","['Determined', 'Problem Solving', 'Ambitious']",['Intolerant'],Yes,Yes,Yes,Pass,Data,11318
Adina Seton,2019-12-18,{'C#': 4},['Composure'],"['Undisciplined', 'Perfectionist']",Yes,Yes,Yes,Fail,Engineering,11319
Leighton Iddy,2019-12-04,"{'C#': 1, 'JavaScript': 5}","['Determined', 'Charisma']","['Slow', 'Conventional']",No,Yes,Yes,Fail,Engineering,11320
Nerti Welfair,,"{'Python': 1, 'C#': 1, 'C++': 3}","['Listening', 'Curious', 'Critical Thinking']",['Impatient'],No,Yes,Yes,Fail,Business,11321
Olly Lannen,2019-12-19,"{'Python': 1, 'Java': 1, 'Ruby': 4, 'R': 3, 'SPSS': 3, 'C++': 3, 'JavaScript': 3}",['Determined'],"['Competitive', 'Intolerant', 'Indecisive']",Yes,Yes,Yes,Pass,Business,11322
Ringo Goosey,2019-12-03,"{'Python': 1, 'C#': 4, 'Java': 4, 'PHP': 1}","['Passionate', 'Altruism', 'Creative']","['Impulsive', 'Passive']",Yes,No,Yes,Fail,Data,11323
Sandro Pratchett,2019-12-11,{'Java': 4},"['Curious', 'Reliable']","['Sensitive', 'Impatient']",Yes,Yes,Yes,Pass,Business,11324
Reba Cosser,2019-12-19,"{'Python': 5, 'C#': 1, 'Java': 3, 'SPSS': 11, 'JavaScript': 1}","['Organisation', 'Critical Thinking', 'Curious']",['Chaotic'],Yes,Yes,Yes,Pass,Business,11325
Olia Lincoln,2019-12-11,"{'Python': 2, 'C#': 2, 'JavaScript': 4}","['Passionate', 'Courteous', 'Critical Thinking']","['Controlling', 'Introverted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,11326
Nady Smallpiece,2019-12-18,"{'Python': 4, 'C#': 3, 'R': 3, 'SPSS': 7}",['Independent'],"['Anxious', 'Intolerant']",Yes,Yes,No,Fail,Engineering,11327
Ali Bonds,2019-12-03,"{'Ruby': 1, 'SPSS': 2, 'C++': 3}",['Composure'],['Introverted'],Yes,Yes,No,Fail,Business,11328
Dniren Barlas,2019-12-12,"{'Python': 2, 'C#': 4, 'Ruby': 3, 'SPSS': 1, 'C++': 1}",['Collaboration'],"['Overbearing', 'Procrastination']",Yes,Yes,Yes,Pass,Data,11329
Leif Forsyth,2019-12-19,"{'Python': 1, 'C#': 2, 'Ruby': 2, 'PHP': 2, 'JavaScript': 2}",['Courteous'],"['Distracted', 'Selfish', 'Overbearing']",Yes,Yes,Yes,Pass,Business,11330
Salmon Glenfield,2019-12-10,"{'Python': 1, 'C#': 4, 'Ruby': 1, 'R': 1, 'PHP': 5}",['Composure'],['Chatty'],Yes,Yes,No,Fail,Business,11331
Jacquetta Pill,2019-12-05,"{'Python': 1, 'C#': 3, 'Ruby': 4}","['Passionate', 'Courteous']","['Undisciplined', 'Anxious']",No,Yes,Yes,Fail,Data,11332
Caril Bayly,2019-12-11,"{'C#': 2, 'Java': 2, 'SPSS': 2}","['Collaboration', 'Determined', 'Efficient']","['Chaotic', 'Impulsive']",Yes,Yes,Yes,Pass,Business,11333
Jordain Rochester,2019-12-04,"{'Java': 1, 'Ruby': 3, 'JavaScript': 2}",['Independent'],"['Indifferent', 'Selfish', 'Impatient']",Yes,Yes,No,Fail,Data,11334
Clementia Beasleigh,2019-12-04,"{'C#': 5, 'Java': 3, 'JavaScript': 1}",['Reliable'],['Conventional'],Yes,Yes,Yes,Pass,Business,11335
Vidovic Niblett,2019-12-19,"{'Ruby': 3, 'R': 3, 'SPSS': 5, 'PHP': 2, 'JavaScript': 5}","['Listening', 'Patient', 'Collaboration']","['Impatient', 'Indecisive', 'Overbearing']",Yes,No,No,Fail,Engineering,11336
Christian Tunny,2019-12-04,"{'C#': 1, 'R': 4, 'PHP': 1, 'C++': 1}","['Composure', 'Efficient']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering,11337
Eba Tarbath,2019-12-17,"{'Ruby': 5, 'R': 4}",['Patient'],"['Chaotic', 'Procrastination']",Yes,No,Yes,Fail,Data,11338
Barton Moar,2019-12-03,"{'Python': 6, 'JavaScript': 1}",['Listening'],"['Critical', 'Sensitive']",Yes,Yes,Yes,Pass,Business,11339
Jo Ann Beeke,2019-12-12,"{'R': 2, 'C++': 5}","['Independent', 'Perfectionism']",['Intolerant'],No,Yes,No,Fail,Business,11340
Terencio Mulles,2019-12-05,"{'Python': 4, 'SPSS': 5}",['Determined'],"['Intolerant', 'Controlling', 'Overbearing']",Yes,Yes,Yes,Pass,Data,11341
Mart Haggerstone,2019-12-12,"{'Python': 1, 'Ruby': 2, 'SPSS': 3}","['Organisation', 'Creative', 'Ambitious']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data,11342
Norean Caston,2019-12-18,"{'Python': 3, 'C++': 3}","['Organisation', 'Creative', 'Consistent']",['Introverted'],Yes,Yes,Yes,Pass,Business,11343
Tiphanie Selway,2019-12-18,,['Altruism'],['Immature'],No,Yes,Yes,Fail,Business,11344
Deeyn Klimkin,2019-12-05,,['Problem Solving'],['Chatty'],Yes,No,Yes,Fail,Business,11345
Charlotte Laxe,2019-12-11,{'JavaScript': 4},"['Reliable', 'Creative']",['Competitive'],Yes,Yes,Yes,Pass,Engineering,11346
