name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,talent_id
Sherlock Sibley,13/02/2019,"{'Java': 1, 'Ruby': 4, 'R': 1}","['Critical Thinking', 'Reliable', 'Perfectionism']","['Distracted', 'Conventional', 'Overbearing']",Yes,No,Yes,Fail,Data,11519
Gillie Mcauliffe,27//02/2019,"{'C#': 2, 'Ruby': 2, 'R': 4, 'PHP': 3, 'C++': 5}","['Innovative', 'Creative', 'Independent']",['Controlling'],Yes,Yes,Yes,Pass,Business,11520
Flori Faithorn,21/02/2019,"{'Python': 1, 'Java': 4, 'Ruby': 3, 'C++': 2, 'JavaScript': 2}","['Ambitious', 'Organisation', 'Independent']","['Indecisive', 'Procrastination']",Yes,Yes,Yes,Pass,Data,11521
Nicolette Bonehill,05/02/2019,"{'Python': 10, 'Java': 1}","['Critical Thinking', 'Courteous', 'Perfectionism']","['Anxious', 'Indecisive', 'Perfectionist']",No,Yes,Yes,Fail,Engineering,11522
Tobiah Aistrop,06/02/2019,"{'Python': 1, 'C#': 3, 'C++': 3, 'JavaScript': 6}","['Collaboration', 'Altruism']",['Indecisive'],Yes,Yes,Yes,Pass,Business,11523
Brandyn Macclinton,14/02/2019,"{'C#': 4, 'Java': 5, 'Ruby': 4, 'R': 5, 'PHP': 3}","['Perfectionism', 'Altruism']","['Chatty', 'Impulsive', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,11524
Timoteo Pack,27/02/2019,"{'SPSS': 4, 'C++': 1}",['Passionate'],"['Intolerant', 'Passive']",Yes,Yes,Yes,Pass,Business,11525
Maudie Dadswell,19/02/2019,"{'C#': 2, 'Java': 3, 'Ruby': 1, 'C++': 1}",['Charisma'],['Indecisive'],Yes,Yes,Yes,Pass,Engineering,11526
Glen Spuner,27/02/2019,"{'C#': 4, 'R': 3}","['Courteous', 'Composure']",['Sensitive'],Yes,Yes,Yes,Fail,Engineering,11527
Tobey Mabbett,14/02/2019,"{'Java': 1, 'JavaScript': 3}",['Composure'],"['Overbearing', 'Intolerant']",Yes,No,Yes,Fail,Data,11528
Garey Bischop,06/02/2019,"{'Python': 3, 'Ruby': 2, 'C++': 2, 'JavaScript': 1}","['Reliable', 'Curious']","['Competitive', 'Distracted']",Yes,Yes,Yes,Fail,Business,11529
Adria Zorro,12/02/2019,"{'C#': 6, 'Ruby': 1, 'C++': 1, 'JavaScript': 2}","['Patient', 'Organisation', 'Creative']",['Critical'],Yes,No,Yes,Fail,Business,11530
Lane Myrkus,13/02/2019,"{'Python': 2, 'C#': 3, 'Java': 4, 'Ruby': 3, 'JavaScript': 2}",['Independent'],['Indecisive'],Yes,Yes,Yes,Pass,Engineering,11531
Kimmi Bodell,26/02/2019,"{'Java': 4, 'R': 5}","['Rational', 'Organisation']","['Selfish', 'Competitive', 'Intolerant']",Yes,Yes,Yes,Pass,Engineering,11532
Mart Greser,26/02/2019,"{'Python': 5, 'Java': 1}","['Reliable', 'Creative']","['Slow', 'Intolerant']",Yes,Yes,No,Fail,Data,11533
Joanne Le Jean,19/02/2019,"{'C#': 3, 'Java': 2, 'PHP': 1}","['Problem Solving', 'Altruism', 'Composure']",['Controlling'],Yes,Yes,Yes,Pass,Engineering,11534
Audre Thomerson,12/02/2019,"{'Python': 4, 'JavaScript': 2}","['Patient', 'Organisation', 'Curious']",['Anxious'],Yes,Yes,No,Fail,Business,11535
Geraldine Pinnocke,14/02/2019,{'Ruby': 4},['Innovative'],"['Distracted', 'Sensitive']",Yes,Yes,Yes,Pass,Data,11536
Booth Coweuppe,21/02/2019,"{'C#': 3, 'Java': 4, 'Ruby': 2, 'C++': 2}",['Listening'],"['Selfish', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,11537
Carmella Guidi,20/02/2019,"{'C#': 1, 'Java': 4, 'Ruby': 3, 'SPSS': 4, 'C++': 1}","['Collaboration', 'Versatile', 'Competitive']",['Controlling'],Yes,Yes,No,Fail,Data,11538
Lanae Christophle,14/02/2019,"{'Python': 3, 'R': 1}","['Organisation', 'Curious', 'Determined']","['Anxious', 'Critical']",Yes,Yes,Yes,Pass,Data,11539
Crosby Eliasson,28/02/2019,"{'C#': 3, 'Ruby': 1, 'C++': 4}",['Problem Solving'],"['Anxious', 'Introverted', 'Overbearing']",Yes,Yes,Yes,Pass,Business,11540
Jan Horrod,27/02/2019,"{'C#': 4, 'Ruby': 2, 'JavaScript': 4}","['Curious', 'Altruism']","['Stubborn', 'Controlling']",Yes,Yes,Yes,Pass,Data,11541
Aggi Willetts,27/02/2019,"{'Python': 2, 'R': 3}","['Ambitious', 'Independent']","['Impatient', 'Competitive', 'Impulsive']",Yes,Yes,Yes,Pass,Data,11542
Scottie Orknay,06/02/2019,"{'Python': 1, 'C#': 1, 'Java': 2, 'C++': 5}","['Consistent', 'Versatile']","['Intolerant', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Data,11543
Arley Dangl,06/02/2019,"{'SPSS': 6, 'PHP': 2, 'JavaScript': 5}","['Problem Solving', 'Ambitious']","['Indecisive', 'Slow', 'Impatient']",Yes,Yes,Yes,Pass,Business,11544
Kimberley Mcgeouch,28/02/2019,{'C++': 3},['Consistent'],"['Anxious', 'Immature', 'Intolerant']",Yes,Yes,Yes,Pass,Data,11545
Burtie Clubley,27/02/2019,"{'SPSS': 4, 'PHP': 3, 'JavaScript': 2}","['Collaboration', 'Innovative', 'Ambitious']","['Distracted', 'Anxious', 'Immature']",Yes,Yes,Yes,Pass,Data,11546
Cary Heberden,06/02/2019,"{'Python': 1, 'C#': 1, 'Java': 1, 'Ruby': 1}",['Independent'],['Passive'],Yes,Yes,Yes,Pass,Engineering,11547
Benjamen Harrow,20/02/2019,"{'C++': 2, 'JavaScript': 1}","['Problem Solving', 'Competitive', 'Versatile']",['Introverted'],Yes,Yes,Yes,Pass,Engineering,11548
Ermentrude Larrosa,27/02/2019,"{'Python': 1, 'C#': 2, 'Ruby': 3, 'R': 3, 'SPSS': 1}","['Curious', 'Creative', 'Charisma']",['Introverted'],Yes,Yes,Yes,Pass,Engineering,11549
Moe Finnie,27/02/2019,"{'Python': 4, 'Java': 2, 'R': 7, 'C++': 2, 'JavaScript': 3}","['Rational', 'Versatile', 'Passionate']",['Overbearing'],Yes,Yes,Yes,Fail,Business,11550
Antonia Mackaig,13/02/2019,"{'Python': 5, 'Java': 2, 'Ruby': 2, 'C++': 5}","['Passionate', 'Patient', 'Versatile']","['Perfectionist', 'Intolerant']",Yes,Yes,Yes,Pass,Data,11551
Barrie Schruurs,14/02/2019,"{'Java': 2, 'R': 1, 'JavaScript': 5}",['Altruism'],['Undisciplined'],Yes,Yes,Yes,Pass,Data,11552
Audrye Tobias,26/02/2019,"{'Python': 4, 'PHP': 2, 'JavaScript': 5}","['Independent', 'Empathy']","['Procrastination', 'Sensitive', 'Impulsive']",Yes,Yes,Yes,Pass,Business,11553
Debby Mcglynn,26/02/2019,"{'C#': 1, 'Ruby': 3, 'SPSS': 6, 'C++': 2}","['Critical Thinking', 'Rational']","['Sensitive', 'Procrastination']",Yes,Yes,Yes,Fail,Data,11554
Fabien Hardaway,05/02/2019,"{'Ruby': 1, 'SPSS': 4}","['Consistent', 'Reliable', 'Charisma']","['Stubborn', 'Introverted', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering,11555
Shelley O'Dyvoie,19/02/2019,{'PHP': 2},['Patient'],"['Introverted', 'Controlling', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,11556
Maurits Alger,21/02/2019,"{'C#': 1, 'Ruby': 1, 'SPSS': 3, 'C++': 6}",['Rational'],"['Overbearing', 'Conventional', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,11557
Horatia Tompkin,20/02/2019,"{'Java': 2, 'PHP': 1, 'JavaScript': 1}","['Versatile', 'Independent', 'Determined']","['Anxious', 'Stubborn']",Yes,No,Yes,Fail,Business,11558
Darryl Gleed,20/02/2019,"{'Python': 6, 'C#': 1, 'Java': 2, 'JavaScript': 2}","['Courteous', 'Independent']","['Sensitive', 'Immature', 'Stubborn']",Yes,No,Yes,Fail,Data,11559
Hughie Baggelley,06/02/2019,"{'Ruby': 3, 'R': 4, 'JavaScript': 4}","['Critical Thinking', 'Empathy']",['Impatient'],Yes,Yes,Yes,Pass,Engineering,11560
Fayre Swadlinge,14/02/2019,"{'C#': 3, 'Ruby': 3, 'R': 6, 'SPSS': 3}",['Reliable'],"['Chaotic', 'Indifferent']",Yes,Yes,Yes,Fail,Business,11561
Rainer Beecheno,20/02/2019,"{'Python': 3, 'Ruby': 8, 'PHP': 1, 'C++': 5, 'JavaScript': 2}",['Innovative'],['Distracted'],Yes,Yes,No,Fail,Data,11562
Beryle D'Antonio,13/02/2019,"{'C#': 6, 'Ruby': 3, 'SPSS': 6, 'C++': 3, 'JavaScript': 3}","['Efficient', 'Reliable', 'Charisma']","['Perfectionist', 'Critical']",Yes,No,No,Fail,Engineering,11563
Keriann Crambie,05/02/2019,"{'C#': 2, 'R': 1}","['Independent', 'Curious', 'Reliable']",['Procrastination'],Yes,Yes,Yes,Pass,Business,11564
Elora Ellen,14/02/2019,"{'Java': 4, 'Ruby': 4, 'SPSS': 2, 'PHP': 3}","['Passionate', 'Listening']","['Controlling', 'Stubborn']",Yes,Yes,Yes,Pass,Business,11565
Robbin Duchesne,12/02/2019,"{'Python': 3, 'C#': 3, 'R': 6}","['Independent', 'Passionate', 'Charisma']",['Impatient'],Yes,Yes,Yes,Fail,Engineering,11566
Harwilll Pownall,19/02/2019,"{'Python': 3, 'C#': 3, 'SPSS': 4, 'C++': 5}","['Curious', 'Problem Solving']","['Anxious', 'Immature', 'Passive']",Yes,Yes,Yes,Pass,Data,11567
Arda Disbrow,13/02/2019,"{'R': 4, 'SPSS': 5}","['Creative', 'Innovative', 'Ambitious']","['Competitive', 'Procrastination', 'Introverted']",Yes,Yes,Yes,Pass,Data,11568
Gertrud Nind,12/02/2019,"{'Python': 1, 'R': 6, 'C++': 3}","['Curious', 'Patient']",['Critical'],Yes,No,Yes,Fail,Engineering,11569
Slade Cannavan,20/02/2019,{'Python': 2},"['Innovative', 'Perfectionism', 'Determined']","['Impulsive', 'Passive']",Yes,Yes,Yes,Pass,Data,11570
Kalil Mcpaike,14/02/2019,{'R': 3},['Ambitious'],['Distracted'],Yes,Yes,Yes,Pass,Business,11571
Trix Bowerbank,06/02/2019,{'C#': 4},"['Composure', 'Organisation', 'Charisma']",['Immature'],No,Yes,Yes,Fail,Business,11572
Wolf Cattermull,07/02/2019,"{'R': 2, 'SPSS': 5}","['Patient', 'Efficient', 'Passionate']",['Slow'],Yes,Yes,Yes,Fail,Engineering,11573
Dionysus Garter,13/02/2019,{'C++': 2},"['Competitive', 'Independent', 'Efficient']",['Perfectionist'],Yes,Yes,Yes,Pass,Data,11574
Avram Dank,07/02/2019,"{'C#': 1, 'SPSS': 2}",['Curious'],"['Distracted', 'Introverted']",No,No,Yes,Fail,Engineering,11575
Bert Spall,21/02/2019,"{'Ruby': 3, 'C++': 4, 'JavaScript': 3}",['Independent'],"['Impulsive', 'Distracted', 'Intolerant']",Yes,Yes,Yes,Pass,Data,11576
Georg Battman,26/02/2019,"{'Python': 3, 'C#': 3, 'R': 3, 'SPSS': 2, 'PHP': 1, 'C++': 3}","['Creative', 'Passionate', 'Listening']",['Introverted'],Yes,Yes,Yes,Pass,Business,11577
Nikola Giroldi,05/02/2019,"{'C#': 9, 'PHP': 1}","['Determined', 'Collaboration']","['Chaotic', 'Sensitive']",Yes,Yes,Yes,Pass,Business,11578
Lydie Broadfield,27/02/2019,"{'C#': 2, 'Java': 1, 'Ruby': 1, 'C++': 2, 'JavaScript': 1}","['Perfectionism', 'Creative', 'Critical Thinking']","['Passive', 'Chatty', 'Anxious']",Yes,Yes,Yes,Pass,Data,11579
Andrew Giurio,06/02/2019,"{'C#': 6, 'Java': 4, 'PHP': 2, 'JavaScript': 4}","['Versatile', 'Reliable']","['Slow', 'Distracted']",Yes,Yes,Yes,Fail,Engineering,11580
Millie Standell,21/02/2019,"{'C#': 4, 'Ruby': 4, 'R': 5, 'SPSS': 1, 'PHP': 3}","['Courteous', 'Charisma']","['Indifferent', 'Critical', 'Slow']",Yes,Yes,No,Fail,Data,11581
Aloin Ashment,12/02/2019,"{'C#': 4, 'Ruby': 5, 'R': 2}","['Critical Thinking', 'Collaboration', 'Innovative']","['Sensitive', 'Stubborn', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,11582
Jere Jordine,13/02/2019,"{'Python': 3, 'C#': 4, 'Java': 3, 'R': 4, 'PHP': 1, 'C++': 1}",['Reliable'],"['Competitive', 'Conventional']",Yes,Yes,Yes,Fail,Data,11583
Rowe Fritter,05/02/2019,"{'C#': 2, 'PHP': 3}","['Organisation', 'Rational']","['Passive', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,11584
Annie Rosa,06/02/2019,"{'Python': 7, 'C#': 2, 'Java': 6, 'PHP': 3}",['Rational'],"['Perfectionist', 'Impatient']",Yes,No,Yes,Fail,Data,11585
Daisie Wildsmith,05/02/2019,"{'Python': 3, 'R': 2, 'C++': 1}","['Courteous', 'Reliable']",['Introverted'],Yes,Yes,Yes,Pass,Business,11586
Herminia Brettel,13/02/2019,"{'Python': 2, 'Java': 3, 'JavaScript': 1}","['Innovative', 'Efficient']","['Stubborn', 'Controlling']",Yes,Yes,Yes,Pass,Business,11587
Marco Torra,19/02/2019,"{'Python': 3, 'Java': 5, 'R': 1, 'SPSS': 1, 'PHP': 2, 'C++': 5}",['Consistent'],['Anxious'],Yes,No,Yes,Fail,Data,11588
Marco Torra,19/02/2019,"{'Python': 3, 'Java': 5, 'R': 1, 'SPSS': 1, 'PHP': 2, 'C++': 5}",['Consistent'],['Anxious'],Yes,No,Yes,Fail,Data,11589
Nerissa Culvey,19/02/2019,"{'Python': 6, 'C#': 4, 'Ruby': 3, 'SPSS': 2}","['Versatile', 'Patient']","['Conventional', 'Chaotic', 'Chatty']",Yes,Yes,Yes,Fail,Data,11590
Shanon Oldknow,05/02/2019,"{'Python': 3, 'C#': 2, 'Java': 4, 'Ruby': 6, 'C++': 1, 'JavaScript': 4}","['Curious', 'Ambitious']","['Introverted', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Data,11591
Jefferson Paynton,19/02/2019,"{'Python': 3, 'Ruby': 3, 'SPSS': 4, 'JavaScript': 6}","['Courteous', 'Ambitious']","['Undisciplined', 'Conventional']",Yes,Yes,Yes,Pass,Data,11592
Nicol Bragge,14/02/2019,"{'Java': 5, 'Ruby': 5, 'R': 3, 'SPSS': 5}","['Perfectionism', 'Passionate']","['Intolerant', 'Indifferent', 'Competitive']",Yes,Yes,Yes,Pass,Data,11593
Rollo Quarry,05/02/2019,,"['Patient', 'Problem Solving']",['Perfectionist'],Yes,Yes,Yes,Pass,Data,11594
Sophie Bosse,12/02/2019,"{'C#': 6, 'Ruby': 3, 'R': 4, 'SPSS': 3, 'PHP': 4, 'JavaScript': 8}",['Determined'],"['Chatty', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,11595
Aldwin Pilgram,21/02/2019,{'JavaScript': 5},['Charisma'],"['Undisciplined', 'Overbearing', 'Immature']",Yes,Yes,Yes,Pass,Engineering,11596
Kyla Chadburn,27/02/2019,"{'Python': 7, 'R': 4, 'SPSS': 6, 'C++': 2, 'JavaScript': 3}","['Altruism', 'Courteous']",['Selfish'],Yes,Yes,Yes,Pass,Data,11597
Denyse Worley,21/02/2019,"{'Python': 3, 'C#': 2, 'R': 1}",['Empathy'],['Chaotic'],Yes,Yes,Yes,Pass,Data,11598
Thaxter Plaid,07/02/2019,"{'C#': 5, 'R': 3, 'C++': 2}","['Ambitious', 'Composure', 'Patient']","['Stubborn', 'Perfectionist', 'Competitive']",Yes,Yes,Yes,Pass,Business,11599
Gannie Lamberteschi,13/02/2019,"{'R': 4, 'JavaScript': 3}",['Composure'],"['Chatty', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,11600
Dina Durbyn,12/02/2019,"{'Java': 1, 'Ruby': 1, 'SPSS': 1, 'PHP': 1}","['Ambitious', 'Altruism']","['Conventional', 'Slow']",Yes,Yes,Yes,Pass,Engineering,11601
Ashley Dempsey,27/02/2019,"{'C++': 2, 'JavaScript': 2}","['Independent', 'Charisma', 'Listening']","['Indecisive', 'Competitive']",Yes,Yes,Yes,Pass,Data,11602
Elroy Hatchell,19/02/2019,"{'C#': 5, 'Java': 4, 'SPSS': 1, 'PHP': 1}","['Innovative', 'Ambitious']",['Chatty'],Yes,Yes,Yes,Pass,Business,11603
Sigismond O'Heagertie,06/02/2019,"{'Python': 1, 'PHP': 1, 'JavaScript': 3}","['Empathy', 'Courteous', 'Reliable']","['Sensitive', 'Immature']",Yes,Yes,Yes,Fail,Data,11604
Chlo Fair,21/02/2019,"{'Python': 4, 'C#': 2, 'Java': 5, 'Ruby': 4, 'C++': 2}","['Critical Thinking', 'Versatile', 'Independent']",['Indifferent'],Yes,Yes,Yes,Pass,Engineering,11605
Loraine Colville,26/02/2019,"{'PHP': 2, 'JavaScript': 5}","['Curious', 'Efficient']","['Impulsive', 'Intolerant', 'Chatty']",Yes,Yes,Yes,Pass,Engineering,11606
Barbabas Huygens,19/02/2019,"{'Python': 3, 'Java': 4, 'R': 3, 'C++': 2}",['Competitive'],['Critical'],Yes,Yes,Yes,Pass,Engineering,11607
Olivier Veazey,06/02/2019,{'C++': 1},"['Creative', 'Collaboration', 'Empathy']",['Slow'],Yes,Yes,Yes,Pass,Engineering,11608
Hildagarde Churchlow,13/02/2019,"{'Python': 2, 'C#': 1, 'R': 3, 'JavaScript': 1}","['Courteous', 'Empathy']","['Indecisive', 'Critical', 'Chatty']",Yes,Yes,Yes,Pass,Business,11609
Abran Munson,20/02/2019,{'JavaScript': 3},"['Consistent', 'Reliable', 'Charisma']","['Critical', 'Chatty']",Yes,Yes,Yes,Pass,Business,11610
Brena Creeber,13/02/2019,"{'Python': 4, 'C#': 3}",['Versatile'],['Anxious'],Yes,Yes,Yes,Pass,Business,11611
Connor Gegg,14/02/2019,{'Python': 6},"['Rational', 'Organisation', 'Creative']","['Chaotic', 'Passive', 'Chatty']",Yes,Yes,Yes,Pass,Data,11612
Julita Benoy,19/02/2019,"{'C#': 5, 'Ruby': 2}","['Charisma', 'Efficient']",['Impulsive'],Yes,Yes,Yes,Pass,Business,11613
Terry Macvanamy,26/02/2019,"{'SPSS': 4, 'C++': 6}","['Competitive', 'Innovative', 'Reliable']","['Overbearing', 'Selfish', 'Passive']",No,Yes,No,Fail,Engineering,11614
Malachi Carlisso,19/02/2019,"{'Python': 2, 'Java': 1, 'Ruby': 1, 'SPSS': 3, 'PHP': 2}","['Critical Thinking', 'Ambitious', 'Versatile']","['Passive', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering,11615
Leonhard Sogg,12/02/2019,"{'Ruby': 2, 'R': 2, 'C++': 1, 'JavaScript': 2}",['Listening'],"['Distracted', 'Indecisive', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,11616
Sheridan Angeau,26/02/2019,"{'Java': 3, 'Ruby': 3}","['Rational', 'Independent', 'Patient']",['Stubborn'],Yes,Yes,Yes,Pass,Data,11617
Lilllie Kun,13/02/2019,"{'Java': 4, 'Ruby': 2, 'R': 2, 'C++': 3, 'JavaScript': 5}",['Independent'],"['Undisciplined', 'Chaotic', 'Introverted']",Yes,Yes,No,Fail,Data,11618
Abbe Ballard,21/02/2019,{'Ruby': 2},"['Determined', 'Courteous']",['Anxious'],Yes,Yes,Yes,Pass,Data,11619
Farah Ely,14/02/2019,,"['Ambitious', 'Perfectionism', 'Independent']","['Overbearing', 'Conventional']",Yes,No,Yes,Fail,Data,11620
Vale Trevarthen,13/02/2019,"{'Python': 3, 'C#': 3, 'Java': 2, 'R': 5, 'PHP': 1}","['Patient', 'Charisma']","['Critical', 'Impatient', 'Overbearing']",No,Yes,No,Fail,Data,11621
Verney Stieger,14/02/2019,"{'Python': 5, 'Ruby': 5, 'SPSS': 3, 'PHP': 2, 'JavaScript': 5}","['Passionate', 'Altruism']","['Procrastination', 'Distracted', 'Controlling']",No,Yes,Yes,Fail,Engineering,11622
Saxon Mctiernan,19/02/2019,{'C#': 1},"['Innovative', 'Determined', 'Listening']",['Sensitive'],Yes,Yes,Yes,Fail,Engineering,11623
Kaleb Cappel,05/02/2019,{'SPSS': 2},"['Perfectionism', 'Problem Solving']","['Conventional', 'Procrastination', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,11624
Gussy Mathias,06/02/2019,"{'Python': 2, 'C#': 1, 'Ruby': 1, 'C++': 3, 'JavaScript': 4}","['Determined', 'Reliable']","['Sensitive', 'Conventional']",Yes,Yes,Yes,Pass,Data,11625
Hermann Caser,26/02/2019,"{'PHP': 1, 'C++': 4}","['Critical Thinking', 'Collaboration']",['Critical'],Yes,Yes,Yes,Pass,Data,11626
Verine Darter,27/02/2019,"{'Python': 4, 'R': 1}","['Collaboration', 'Ambitious', 'Perfectionism']","['Stubborn', 'Undisciplined']",Yes,No,Yes,Fail,Data,11627
Pace Delion,20/02/2019,{'Python': 1},['Empathy'],"['Slow', 'Sensitive', 'Competitive']",No,Yes,No,Fail,Data,11628
Rooney Sheldrick,21/02/2019,,"['Critical Thinking', 'Competitive', 'Independent']","['Immature', 'Passive', 'Critical']",Yes,Yes,Yes,Pass,Data,11629
Rooney Sheldrick,21/02/2019,,"['Critical Thinking', 'Competitive', 'Independent']","['Immature', 'Passive', 'Critical']",Yes,Yes,Yes,Pass,Data,11630
Tabitha Vowdon,12/02/2019,{'Java': 2},['Passionate'],"['Chaotic', 'Conventional', 'Chatty']",No,Yes,Yes,Fail,Engineering,11631
Alphard Marrison,05/02/2019,"{'C#': 3, 'Ruby': 4, 'PHP': 1}",['Empathy'],"['Passive', 'Perfectionist', 'Stubborn']",Yes,Yes,No,Fail,Data,11632
Christy Kyston,07/02/2019,"{'Python': 2, 'SPSS': 5}","['Consistent', 'Empathy']","['Indecisive', 'Immature', 'Conventional']",Yes,Yes,Yes,Pass,Business,11633
Inna Kidman,12/02/2019,"{'C#': 3, 'JavaScript': 5}","['Passionate', 'Critical Thinking']",['Stubborn'],Yes,Yes,Yes,Pass,Data,11634
Inna Kidman,12/02/2019,"{'C#': 3, 'JavaScript': 5}","['Passionate', 'Critical Thinking']",['Stubborn'],Yes,Yes,Yes,Pass,Data,11635
Sammy Gowrie,26/02/2019,"{'Python': 1, 'C#': 1, 'Java': 2}","['Efficient', 'Independent']","['Selfish', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,11636
Zaneta Rowbottom,27/02/2019,"{'Python': 1, 'Ruby': 1, 'R': 2, 'SPSS': 3}",['Perfectionism'],"['Slow', 'Sensitive', 'Anxious']",No,Yes,Yes,Fail,Data,11637
Solly Kollas,14/02/2019,"{'C#': 1, 'Ruby': 1, 'R': 3, 'SPSS': 2, 'JavaScript': 3}","['Critical Thinking', 'Ambitious', 'Organisation']","['Impulsive', 'Passive']",Yes,Yes,Yes,Pass,Engineering,11638
Gaspard Dunn,28/02/2019,"{'R': 5, 'SPSS': 1, 'PHP': 1, 'C++': 2, 'JavaScript': 4}","['Consistent', 'Versatile', 'Perfectionism']",['Anxious'],Yes,Yes,Yes,Pass,Data,11639
Ali Shegog,26/02/2019,"{'C#': 3, 'C++': 3, 'JavaScript': 1}","['Independent', 'Altruism']","['Undisciplined', 'Indecisive', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,11640
Liuka Drissell,20/02/2019,"{'R': 1, 'C++': 1}","['Problem Solving', 'Curious', 'Determined']","['Conventional', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering,11641
Fabian Exell,13/02/2019,{'C++': 2},"['Listening', 'Efficient']","['Impatient', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,11642
Howard Shipperbottom,26/02/2019,"{'C#': 3, 'Java': 4, 'R': 2, 'C++': 6, 'JavaScript': 4}","['Altruism', 'Consistent']",['Chatty'],No,No,No,Fail,Engineering,11643
Fletcher Ayllett,20/02/2019,"{'C#': 2, 'Java': 3, 'Ruby': 3, 'R': 2}",['Innovative'],['Introverted'],Yes,Yes,Yes,Pass,Data,11644
Kipp Le Huquet,14/02/2019,"{'C#': 1, 'C++': 5, 'JavaScript': 3}",['Ambitious'],['Immature'],No,No,Yes,Fail,Business,11645
Marmaduke Bratch,26/02/2019,"{'Python': 3, 'PHP': 6, 'C++': 2}","['Perfectionism', 'Creative']","['Indifferent', 'Selfish']",Yes,Yes,Yes,Pass,Data,11646
Rici Willingale,28/02/2019,"{'Ruby': 1, 'SPSS': 7}","['Rational', 'Competitive', 'Courteous']",['Introverted'],Yes,Yes,Yes,Fail,Business,11647
Randi Lebourn,12/02/2019,"{'Ruby': 3, 'R': 2}",['Courteous'],"['Introverted', 'Distracted', 'Chatty']",No,Yes,Yes,Fail,Data,11648
Bryanty Croal,06/02/2019,"{'Python': 1, 'C#': 3, 'Java': 4, 'Ruby': 4, 'R': 1, 'SPSS': 2, 'PHP': 1, 'JavaScript': 4}",['Listening'],['Impulsive'],Yes,Yes,Yes,Pass,Data,11649
Sonja Scibsey,14/02/2019,{'Ruby': 7},"['Creative', 'Empathy', 'Curious']","['Indecisive', 'Procrastination']",Yes,No,Yes,Fail,Business,11650
Elinore Dunnan,19/02/2019,"{'Python': 1, 'Java': 1, 'JavaScript': 1}",['Ambitious'],"['Controlling', 'Procrastination', 'Immature']",Yes,Yes,Yes,Fail,Engineering,11651
Auguste Armstead,28/02/2019,{'C++': 2},['Independent'],['Procrastination'],Yes,Yes,Yes,Pass,Business,11652
Kiel Mcmullen,12/02/2019,"{'Python': 3, 'C#': 3, 'Java': 3, 'C++': 1, 'JavaScript': 5}","['Curious', 'Consistent']",['Selfish'],Yes,Yes,Yes,Pass,Data,11653
Kerby Tranfield,28/02/2019,,['Innovative'],"['Procrastination', 'Anxious']",Yes,Yes,Yes,Pass,Data,11654
Jeromy Gauntley,28/02/2019,"{'Python': 4, 'C#': 1, 'Java': 2}",['Competitive'],['Intolerant'],Yes,No,Yes,Fail,Data,11655
Jacob Esley,28/02/2019,"{'Python': 1, 'R': 6, 'JavaScript': 1}","['Curious', 'Critical Thinking']","['Passive', 'Controlling', 'Immature']",Yes,Yes,No,Fail,Engineering,11656
Alessandra Krollmann,13/02/2019,"{'Java': 4, 'Ruby': 3, 'SPSS': 4}","['Problem Solving', 'Innovative', 'Creative']",['Perfectionist'],Yes,Yes,Yes,Pass,Engineering,11657
Hilary Foxen,06/02/2019,"{'Ruby': 2, 'PHP': 1}",['Efficient'],"['Conventional', 'Chaotic', 'Slow']",Yes,Yes,Yes,Pass,Business,11658
Katleen Siddon,28/02/2019,"{'C#': 4, 'Java': 1, 'JavaScript': 5}","['Consistent', 'Organisation', 'Rational']","['Passive', 'Controlling']",Yes,Yes,Yes,Pass,Data,11659
Kendal Timmens,27/02/2019,"{'C#': 4, 'Java': 4}","['Perfectionism', 'Determined', 'Consistent']","['Impatient', 'Immature']",No,Yes,Yes,Fail,Engineering,11660
Joy Critten,05/02/2019,"{'Python': 5, 'Java': 6, 'JavaScript': 2}","['Determined', 'Curious']","['Overbearing', 'Impulsive', 'Selfish']",Yes,Yes,Yes,Fail,Engineering,11661
Rosmunda Dionisetti,28/02/2019,"{'Ruby': 6, 'JavaScript': 4}","['Rational', 'Reliable']","['Controlling', 'Anxious']",Yes,Yes,Yes,Fail,Business,11662
Bryanty Garbutt,21/02/2019,"{'Ruby': 4, 'R': 2, 'SPSS': 7, 'JavaScript': 2}","['Composure', 'Courteous']",['Introverted'],Yes,Yes,Yes,Pass,Data,11663
