name,trainer,trait,week,score,date,course,cohort
Matteo Yeowell,Burhan Milner,Professional,5,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Studious,5,5.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Imaginative,5,7.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Analytic,6,6.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Independent,6,4.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Determined,6,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Professional,6,6.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Studious,6,7.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Imaginative,6,5.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Analytic,7,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Independent,7,7.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Determined,7,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Professional,7,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Studious,7,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Imaginative,7,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Analytic,8,6.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Determined,8,6.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Professional,8,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Matteo Yeowell,Burhan Milner,Imaginative,8,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,1,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,1,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,1,4.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,1,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,1,4.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,1,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,2,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,2,1.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,2,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,2,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,2,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,2,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,3,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,3,1.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,3,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,3,1.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,3,2.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,3,6.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,4,6.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,4,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,4,4.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,4,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,4,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,4,6.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,5,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,5,6.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,5,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,5,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,5,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,5,4.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,6,6.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,6,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,6,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,6,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,6,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,6,3.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,7,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,7,7.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,7,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,7,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,7,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,7,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Analytic,8,5.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Determined,8,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Professional,8,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Deck Itzchaki,Burhan Milner,Imaginative,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,1,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,1,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,1,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,1,4.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,1,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,1,5.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,2,1.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,2,1.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,2,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,2,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,2,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,2,2.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,3,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,3,1.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,3,4.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,3,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,3,5.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,3,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,4,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,4,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,4,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,4,3.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,4,7.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,4,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,5,7.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,5,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,5,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,5,2.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,5,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,5,4.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,6,6.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,6,5.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,6,5.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,6,7.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,6,4.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,6,2.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,7,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,7,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,7,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,7,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,7,7.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,7,7.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Analytic,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Determined,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Professional,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Tarrah Bunny,Burhan Milner,Imaginative,8,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,1,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,1,2.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,1,2.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,1,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,1,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,1,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,2,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,2,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,2,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,2,2.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,2,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,2,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,3,1.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,3,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,3,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,3,2.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,3,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,3,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,4,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,4,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,4,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,4,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,4,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,4,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,5,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,5,3.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,5,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,5,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,5,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,5,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,6,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,6,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,6,6.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,6,2.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,6,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,6,4.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,7,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,7,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,7,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,7,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,7,5.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,7,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Analytic,8,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Independent,8,7.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Determined,8,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Professional,8,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Fairlie Cogzell,Burhan Milner,Imaginative,8,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,1,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,1,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,1,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,1,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,1,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,1,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,2,1.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,2,1.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,2,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,2,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,2,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,2,5.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,3,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,3,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,3,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,3,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,3,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,3,2.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,4,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,4,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,4,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,4,7.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,4,4.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,4,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,5,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,5,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,5,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,5,7.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,5,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,5,5.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,6,7.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,6,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,6,5.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,6,5.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,6,3.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,6,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,7,5.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,7,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,7,7.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,7,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,7,7.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,7,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Analytic,8,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Determined,8,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Professional,8,6.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Robinet Renwick,Burhan Milner,Imaginative,8,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,1,5.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,1,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,1,3.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,1,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,1,2.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,1,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,2,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,2,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,2,1.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,2,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,2,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,2,2.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,3,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,3,3.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,3,2.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,3,1.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,3,1.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,3,3.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,4,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,4,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,4,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,4,5.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,4,5.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,4,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,5,5.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,5,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,5,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,5,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,5,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,5,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,6,2.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,6,4.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,6,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,6,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,6,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,6,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,7,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,7,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,7,5.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,7,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,7,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,7,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Analytic,8,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Determined,8,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Professional,8,6.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Studious,8,7.0,2019-09-16,Business,27
Boote Moan,Burhan Milner,Imaginative,8,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,1,1.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,1,1.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,1,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,1,3.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,1,1.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,1,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,2,6.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,2,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,2,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,2,1.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,2,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,2,3.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,3,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,3,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,3,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,3,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,3,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,3,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,4,5.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,4,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,4,7.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,4,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,4,6.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,4,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,5,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,5,7.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,5,5.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,5,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,5,5.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,5,2.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,6,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,6,3.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,6,4.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,6,3.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,6,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,6,3.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,7,6.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,7,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,7,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,7,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,7,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,7,7.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Analytic,8,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Independent,8,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Determined,8,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Professional,8,6.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Studious,8,8.0,2019-09-16,Business,27
Vaughn Wallington,Burhan Milner,Imaginative,8,8.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,1,5.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,1,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,1,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,1,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,1,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,1,2.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,2,1.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,2,1.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,2,5.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,2,2.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,2,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,2,5.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,3,1.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,3,2.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,3,2.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,3,2.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,3,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,3,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,4,5.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,4,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,4,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,4,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,4,8.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,4,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,5,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,5,5.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,5,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,5,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,5,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,5,8.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,6,3.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Independent,6,8.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Determined,6,8.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Professional,6,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Studious,6,7.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Imaginative,6,4.0,2019-09-16,Business,27
Jim Dwerryhouse,Burhan Milner,Analytic,7,8.0,2019-09-16,Business,27
